review_id,order_id,product_id,rating,review_text,review_time,duygu,guven,yildiz,compound
7520,23772,909,4,Good value for money!,2021-10-08,positive,0.822,5,0.68
7521,23773,909,5,"Excellent product, highly recommend!",2024-01-14,positive,0.861,5,0.7773
7522,23784,821,5,"Excellent product, highly recommend!",2025-02-17,positive,0.861,5,0.7773
7523,23793,303,4,Good value for money!,2020-05-07,positive,0.822,5,0.68
7524,23796,406,4,Good value for money!,2022-03-08,positive,0.822,5,0.68
7525,23796,31,3,Okay overall.,2025-06-08,neutral,0.641,3,0.2263
7526,23802,36,5,"Excellent product, highly recommend!",2022-02-11,positive,0.861,5,0.7773
7527,23808,993,5,"Excellent product, highly recommend!",2020-03-09,positive,0.861,5,0.7773
7528,23808,757,3,Okay overall.,2025-03-20,neutral,0.641,3,0.2263
7529,23808,412,5,"Excellent product, highly recommend!",2023-06-03,positive,0.861,5,0.7773
7530,23808,902,4,Good value for money!,2020-10-10,positive,0.822,5,0.68
7531,23808,889,3,Okay overall.,2024-10-24,neutral,0.641,3,0.2263
7532,23808,943,5,"Excellent product, highly recommend!",2020-06-06,positive,0.861,5,0.7773
7533,23813,773,5,"Excellent product, highly recommend!",2021-05-07,positive,0.861,5,0.7773
7534,23813,742,5,"Excellent product, highly recommend!",2025-08-01,positive,0.861,5,0.7773
7535,23813,716,4,Good value for money!,2025-02-27,positive,0.822,5,0.68
7536,23814,1004,4,Good value for money!,2025-01-26,positive,0.822,5,0.68
7537,23823,1158,4,Good value for money!,2024-05-15,positive,0.822,5,0.68
7538,23823,327,2,Not great quality.,2020-04-14,negative,0.754,1,-0.5096
7539,23823,344,3,Okay overall.,2020-01-31,neutral,0.641,3,0.2263
7540,23826,1195,4,Good value for money!,2021-02-17,positive,0.822,5,0.68
7541,23826,1064,4,Good value for money!,2022-02-09,positive,0.822,5,0.68
7542,23828,905,4,Good value for money!,2023-02-21,positive,0.822,5,0.68
7543,23828,1041,5,"Excellent product, highly recommend!",2021-01-01,positive,0.861,5,0.7773
7544,23830,1049,4,Good value for money!,2024-07-01,positive,0.822,5,0.68
7545,23833,1115,5,"Excellent product, highly recommend!",2021-12-31,positive,0.861,5,0.7773
7546,23833,1195,5,"Excellent product, highly recommend!",2024-05-12,positive,0.861,5,0.7773
7547,23836,1038,4,Good value for money!,2021-11-27,positive,0.822,5,0.68
7548,23840,832,2,Not great quality.,2023-09-12,negative,0.754,1,-0.5096
7549,23843,829,2,Not great quality.,2024-05-11,negative,0.754,1,-0.5096
7550,23860,913,5,"Excellent product, highly recommend!",2020-11-25,positive,0.861,5,0.7773
7551,23860,709,4,Good value for money!,2025-04-09,positive,0.822,5,0.68
7552,23860,828,1,"Very disappointed, would not buy again.",2024-03-29,negative,0.76,1,-0.5256
7553,23860,715,5,"Excellent product, highly recommend!",2024-06-23,positive,0.861,5,0.7773
7554,23862,177,5,"Excellent product, highly recommend!",2023-02-06,positive,0.861,5,0.7773
7555,23862,101,5,"Excellent product, highly recommend!",2024-05-18,positive,0.861,5,0.7773
7556,23865,522,4,Good value for money!,2025-04-13,positive,0.822,5,0.68
7557,23867,1193,4,Good value for money!,2023-03-25,positive,0.822,5,0.68
7558,23870,894,5,"Excellent product, highly recommend!",2021-04-16,positive,0.861,5,0.7773
7559,23877,480,4,Good value for money!,2025-02-24,positive,0.822,5,0.68
7560,23877,655,5,"Excellent product, highly recommend!",2024-03-13,positive,0.861,5,0.7773
7561,23879,208,4,Good value for money!,2020-11-13,positive,0.822,5,0.68
7562,23879,281,3,Okay overall.,2024-03-11,neutral,0.641,3,0.2263
7563,23880,579,5,"Excellent product, highly recommend!",2022-03-31,positive,0.861,5,0.7773
7564,23884,1054,4,Good value for money!,2024-09-08,positive,0.822,5,0.68
7565,23884,1155,3,Okay overall.,2020-08-07,neutral,0.641,3,0.2263
7566,23884,445,5,"Excellent product, highly recommend!",2020-05-03,positive,0.861,5,0.7773
7567,23890,671,4,Good value for money!,2024-03-26,positive,0.822,5,0.68
7568,23890,670,4,Good value for money!,2021-02-15,positive,0.822,5,0.68
7569,23890,514,5,"Excellent product, highly recommend!",2021-08-26,positive,0.861,5,0.7773
7570,23895,1188,3,Okay overall.,2024-06-09,neutral,0.641,3,0.2263
7571,23907,601,5,"Excellent product, highly recommend!",2023-02-23,positive,0.861,5,0.7773
7572,23907,573,4,Good value for money!,2025-03-20,positive,0.822,5,0.68
7573,23908,173,3,Okay overall.,2023-12-04,neutral,0.641,3,0.2263
7574,23909,440,5,"Excellent product, highly recommend!",2025-10-28,positive,0.861,5,0.7773
7575,23914,210,4,Good value for money!,2024-11-07,positive,0.822,5,0.68
7576,23920,1102,2,Not great quality.,2022-11-21,negative,0.754,1,-0.5096
7577,23921,45,3,Okay overall.,2021-12-23,neutral,0.641,3,0.2263
7578,23921,10,4,Good value for money!,2022-12-28,positive,0.822,5,0.68
7579,23926,994,3,Okay overall.,2022-01-04,neutral,0.641,3,0.2263
7580,23926,496,4,Good value for money!,2022-05-11,positive,0.822,5,0.68
7581,23926,1069,2,Not great quality.,2023-09-04,negative,0.754,1,-0.5096
7582,23932,1177,3,Okay overall.,2020-02-22,neutral,0.641,3,0.2263
7583,23932,1050,5,"Excellent product, highly recommend!",2022-05-09,positive,0.861,5,0.7773
7584,23937,458,4,Good value for money!,2024-02-03,positive,0.822,5,0.68
7585,23937,443,4,Good value for money!,2021-11-21,positive,0.822,5,0.68
7586,23940,91,5,"Excellent product, highly recommend!",2022-06-04,positive,0.861,5,0.7773
7587,23948,978,3,Okay overall.,2025-07-17,neutral,0.641,3,0.2263
7588,23948,503,4,Good value for money!,2022-06-26,positive,0.822,5,0.68
7589,23948,885,5,"Excellent product, highly recommend!",2024-08-26,positive,0.861,5,0.7773
7590,23953,266,5,"Excellent product, highly recommend!",2020-02-02,positive,0.861,5,0.7773
7591,23953,290,5,"Excellent product, highly recommend!",2025-03-01,positive,0.861,5,0.7773
7592,23953,281,4,Good value for money!,2020-01-12,positive,0.822,5,0.68
7593,23953,335,5,"Excellent product, highly recommend!",2022-04-21,positive,0.861,5,0.7773
7594,23954,115,4,Good value for money!,2021-12-19,positive,0.822,5,0.68
7595,23958,173,5,"Excellent product, highly recommend!",2025-04-15,positive,0.861,5,0.7773
7596,23960,239,5,"Excellent product, highly recommend!",2025-09-06,positive,0.861,5,0.7773
7597,23960,1157,5,"Excellent product, highly recommend!",2022-01-16,positive,0.861,5,0.7773
7598,23960,101,4,Good value for money!,2024-03-01,positive,0.822,5,0.68
7599,23962,869,3,Okay overall.,2023-06-27,neutral,0.641,3,0.2263
7600,23970,328,5,"Excellent product, highly recommend!",2022-04-14,positive,0.861,5,0.7773
7601,23970,1069,4,Good value for money!,2021-01-31,positive,0.822,5,0.68
7602,23970,870,5,"Excellent product, highly recommend!",2022-10-12,positive,0.861,5,0.7773
7603,23971,831,5,"Excellent product, highly recommend!",2021-02-22,positive,0.861,5,0.7773
7604,23972,434,4,Good value for money!,2025-02-08,positive,0.822,5,0.68
7605,23976,424,4,Good value for money!,2024-07-23,positive,0.822,5,0.68
7606,23976,438,4,Good value for money!,2021-03-23,positive,0.822,5,0.68
7607,23976,481,2,Not great quality.,2024-04-19,negative,0.754,1,-0.5096
7608,23985,908,3,Okay overall.,2023-09-27,neutral,0.641,3,0.2263
7609,23987,702,4,Good value for money!,2022-06-14,positive,0.822,5,0.68
7610,23989,107,3,Okay overall.,2024-08-28,neutral,0.641,3,0.2263
7611,23989,1013,3,Okay overall.,2020-07-24,neutral,0.641,3,0.2263
7612,23989,1033,5,"Excellent product, highly recommend!",2023-03-04,positive,0.861,5,0.7773
7613,23990,867,5,"Excellent product, highly recommend!",2025-09-27,positive,0.861,5,0.7773
7614,23996,953,5,"Excellent product, highly recommend!",2021-08-24,positive,0.861,5,0.7773
7615,23996,1017,5,"Excellent product, highly recommend!",2021-09-29,positive,0.861,5,0.7773
7616,23996,880,5,"Excellent product, highly recommend!",2021-02-13,positive,0.861,5,0.7773
7617,24000,665,4,Good value for money!,2022-09-16,positive,0.822,5,0.68
7618,24000,618,5,"Excellent product, highly recommend!",2020-10-25,positive,0.861,5,0.7773
7619,24005,1076,1,"Very disappointed, would not buy again.",2021-07-05,negative,0.76,1,-0.5256
7620,24005,328,4,Good value for money!,2024-06-17,positive,0.822,5,0.68
7621,24008,918,3,Okay overall.,2020-10-15,neutral,0.641,3,0.2263
7622,24012,1138,5,"Excellent product, highly recommend!",2025-09-12,positive,0.861,5,0.7773
7623,24014,892,3,Okay overall.,2020-01-12,neutral,0.641,3,0.2263
7624,24014,1107,3,Okay overall.,2021-12-23,neutral,0.641,3,0.2263
7625,24021,505,4,Good value for money!,2021-02-20,positive,0.822,5,0.68
7626,24024,496,3,Okay overall.,2022-12-05,neutral,0.641,3,0.2263
7627,24027,496,4,Good value for money!,2021-04-06,positive,0.822,5,0.68
7628,24027,406,4,Good value for money!,2021-04-29,positive,0.822,5,0.68
7629,24031,1180,5,"Excellent product, highly recommend!",2021-10-25,positive,0.861,5,0.7773
7630,24034,156,5,"Excellent product, highly recommend!",2024-10-15,positive,0.861,5,0.7773
7631,24045,204,5,"Excellent product, highly recommend!",2023-05-08,positive,0.861,5,0.7773
7632,24051,476,5,"Excellent product, highly recommend!",2023-10-22,positive,0.861,5,0.7773
7633,24057,862,5,"Excellent product, highly recommend!",2023-11-10,positive,0.861,5,0.7773
7634,24066,1070,4,Good value for money!,2024-09-16,positive,0.822,5,0.68
7635,24066,1126,3,Okay overall.,2021-02-02,neutral,0.641,3,0.2263
7636,24072,173,3,Okay overall.,2022-07-24,neutral,0.641,3,0.2263
7637,24072,65,2,Not great quality.,2020-06-05,negative,0.754,1,-0.5096
7638,24076,913,2,Not great quality.,2024-02-24,negative,0.754,1,-0.5096
7639,24077,904,5,"Excellent product, highly recommend!",2025-05-03,positive,0.861,5,0.7773
7640,24077,563,5,"Excellent product, highly recommend!",2021-02-20,positive,0.861,5,0.7773
7641,24078,1103,5,"Excellent product, highly recommend!",2021-10-11,positive,0.861,5,0.7773
7642,24082,10,4,Good value for money!,2020-01-05,positive,0.822,5,0.68
7643,24086,744,4,Good value for money!,2022-12-31,positive,0.822,5,0.68
7644,24087,706,4,Good value for money!,2022-01-09,positive,0.822,5,0.68
7645,24106,878,4,Good value for money!,2024-01-24,positive,0.822,5,0.68
7646,24111,709,5,"Excellent product, highly recommend!",2022-01-14,positive,0.861,5,0.7773
7647,24116,1063,5,"Excellent product, highly recommend!",2023-06-18,positive,0.861,5,0.7773
7648,24116,1035,5,"Excellent product, highly recommend!",2025-05-10,positive,0.861,5,0.7773
7649,24116,1029,5,"Excellent product, highly recommend!",2025-09-20,positive,0.861,5,0.7773
7650,24116,1174,3,Okay overall.,2024-05-21,neutral,0.641,3,0.2263
7651,24119,1131,2,Not great quality.,2020-07-21,negative,0.754,1,-0.5096
7652,24121,377,5,"Excellent product, highly recommend!",2023-04-04,positive,0.861,5,0.7773
7653,24123,280,4,Good value for money!,2025-10-15,positive,0.822,5,0.68
7654,24123,297,1,"Very disappointed, would not buy again.",2020-12-19,negative,0.76,1,-0.5256
7655,24123,193,5,"Excellent product, highly recommend!",2024-09-17,positive,0.861,5,0.7773
7656,24127,941,2,Not great quality.,2021-09-15,negative,0.754,1,-0.5096
7657,24127,1168,4,Good value for money!,2024-09-21,positive,0.822,5,0.68
7658,24128,426,3,Okay overall.,2022-06-18,neutral,0.641,3,0.2263
7659,24128,995,5,"Excellent product, highly recommend!",2021-02-26,positive,0.861,5,0.7773
7660,24128,907,1,"Very disappointed, would not buy again.",2022-02-17,negative,0.76,1,-0.5256
7661,24130,1087,4,Good value for money!,2021-11-07,positive,0.822,5,0.68
7662,24133,709,5,"Excellent product, highly recommend!",2021-12-07,positive,0.861,5,0.7773
7663,24136,789,5,"Excellent product, highly recommend!",2025-10-17,positive,0.861,5,0.7773
7664,24140,1195,3,Okay overall.,2022-08-06,neutral,0.641,3,0.2263
7665,24144,24,5,"Excellent product, highly recommend!",2022-08-19,positive,0.861,5,0.7773
7666,24150,10,4,Good value for money!,2025-01-07,positive,0.822,5,0.68
7667,24150,509,3,Okay overall.,2024-12-10,neutral,0.641,3,0.2263
7668,24150,496,4,Good value for money!,2022-08-13,positive,0.822,5,0.68
7669,24157,487,4,Good value for money!,2025-07-26,positive,0.822,5,0.68
7670,24164,859,5,"Excellent product, highly recommend!",2022-03-06,positive,0.861,5,0.7773
7671,24168,794,4,Good value for money!,2025-06-07,positive,0.822,5,0.68
7672,24177,232,3,Okay overall.,2022-09-02,neutral,0.641,3,0.2263
7673,24178,488,5,"Excellent product, highly recommend!",2025-02-18,positive,0.861,5,0.7773
7674,24187,934,4,Good value for money!,2023-07-10,positive,0.822,5,0.68
7675,24188,559,5,"Excellent product, highly recommend!",2020-03-13,positive,0.861,5,0.7773
7676,24188,869,5,"Excellent product, highly recommend!",2020-12-14,positive,0.861,5,0.7773
7677,24188,652,1,"Very disappointed, would not buy again.",2023-01-17,negative,0.76,1,-0.5256
7678,24194,427,3,Okay overall.,2023-07-13,neutral,0.641,3,0.2263
7679,24195,1075,3,Okay overall.,2021-06-19,neutral,0.641,3,0.2263
7680,24195,770,4,Good value for money!,2022-11-20,positive,0.822,5,0.68
7681,24201,228,3,Okay overall.,2020-11-07,neutral,0.641,3,0.2263
7682,24202,271,5,"Excellent product, highly recommend!",2025-10-21,positive,0.861,5,0.7773
7683,24204,177,5,"Excellent product, highly recommend!",2023-09-10,positive,0.861,5,0.7773
7684,24204,254,5,"Excellent product, highly recommend!",2021-01-10,positive,0.861,5,0.7773
7685,24205,965,2,Not great quality.,2020-08-09,negative,0.754,1,-0.5096
7686,24205,1113,5,"Excellent product, highly recommend!",2022-02-06,positive,0.861,5,0.7773
7687,24213,355,5,"Excellent product, highly recommend!",2021-06-03,positive,0.861,5,0.7773
7688,24214,407,5,"Excellent product, highly recommend!",2023-01-15,positive,0.861,5,0.7773
7689,24214,500,5,"Excellent product, highly recommend!",2022-03-04,positive,0.861,5,0.7773
7690,24214,369,3,Okay overall.,2022-05-02,neutral,0.641,3,0.2263
7691,24229,250,5,"Excellent product, highly recommend!",2020-01-30,positive,0.861,5,0.7773
7692,24233,368,4,Good value for money!,2020-04-12,positive,0.822,5,0.68
7693,24233,464,2,Not great quality.,2025-05-13,negative,0.754,1,-0.5096
7694,24233,931,2,Not great quality.,2024-11-02,negative,0.754,1,-0.5096
7695,24237,608,5,"Excellent product, highly recommend!",2020-07-31,positive,0.861,5,0.7773
7696,24237,683,4,Good value for money!,2020-08-03,positive,0.822,5,0.68
7697,24244,352,4,Good value for money!,2023-09-22,positive,0.822,5,0.68
7698,24249,1098,4,Good value for money!,2024-04-04,positive,0.822,5,0.68
7699,24255,827,3,Okay overall.,2024-11-15,neutral,0.641,3,0.2263
7700,24255,669,5,"Excellent product, highly recommend!",2025-02-18,positive,0.861,5,0.7773
7701,24255,990,5,"Excellent product, highly recommend!",2023-07-04,positive,0.861,5,0.7773
7702,24256,951,3,Okay overall.,2021-12-25,neutral,0.641,3,0.2263
7703,24256,1014,4,Good value for money!,2024-04-02,positive,0.822,5,0.68
7704,24270,301,4,Good value for money!,2024-02-25,positive,0.822,5,0.68
7705,24271,551,3,Okay overall.,2023-03-15,neutral,0.641,3,0.2263
7706,24273,433,5,"Excellent product, highly recommend!",2020-08-12,positive,0.861,5,0.7773
7707,24273,403,4,Good value for money!,2024-06-13,positive,0.822,5,0.68
7708,24273,442,3,Okay overall.,2024-03-05,neutral,0.641,3,0.2263
7709,24276,1189,3,Okay overall.,2021-01-24,neutral,0.641,3,0.2263
7710,24277,793,3,Okay overall.,2021-08-21,neutral,0.641,3,0.2263
7711,24289,802,5,"Excellent product, highly recommend!",2020-07-13,positive,0.861,5,0.7773
7712,24289,704,1,"Very disappointed, would not buy again.",2021-10-10,negative,0.76,1,-0.5256
7713,24289,835,4,Good value for money!,2021-05-27,positive,0.822,5,0.68
7714,24289,107,3,Okay overall.,2024-09-24,neutral,0.641,3,0.2263
7715,24296,880,4,Good value for money!,2021-11-26,positive,0.822,5,0.68
7716,24298,1172,5,"Excellent product, highly recommend!",2025-10-20,positive,0.861,5,0.7773
7717,24303,457,5,"Excellent product, highly recommend!",2025-07-09,positive,0.861,5,0.7773
7718,24319,781,4,Good value for money!,2021-09-05,positive,0.822,5,0.68
7719,24319,725,1,"Very disappointed, would not buy again.",2024-06-03,negative,0.76,1,-0.5256
7720,24319,683,5,"Excellent product, highly recommend!",2024-05-31,positive,0.861,5,0.7773
7721,24333,505,5,"Excellent product, highly recommend!",2021-08-03,positive,0.861,5,0.7773
7722,24334,1172,4,Good value for money!,2023-05-08,positive,0.822,5,0.68
7723,24334,257,2,Not great quality.,2022-12-22,negative,0.754,1,-0.5096
7724,24340,1049,3,Okay overall.,2023-02-28,neutral,0.641,3,0.2263
7725,24344,842,4,Good value for money!,2025-02-07,positive,0.822,5,0.68
7726,24344,969,1,"Very disappointed, would not buy again.",2020-05-15,negative,0.76,1,-0.5256
7727,24352,457,5,"Excellent product, highly recommend!",2022-09-01,positive,0.861,5,0.7773
7728,24354,496,2,Not great quality.,2024-05-22,negative,0.754,1,-0.5096
7729,24358,507,5,"Excellent product, highly recommend!",2022-06-17,positive,0.861,5,0.7773
7730,24365,980,3,Okay overall.,2025-07-12,neutral,0.641,3,0.2263
7731,24365,859,4,Good value for money!,2022-12-22,positive,0.822,5,0.68
7732,24365,962,4,Good value for money!,2020-03-20,positive,0.822,5,0.68
7733,24367,933,5,"Excellent product, highly recommend!",2024-08-12,positive,0.861,5,0.7773
7734,24367,1003,5,"Excellent product, highly recommend!",2022-07-07,positive,0.861,5,0.7773
7735,24371,1082,4,Good value for money!,2020-02-04,positive,0.822,5,0.68
7736,24375,1093,3,Okay overall.,2022-03-18,neutral,0.641,3,0.2263
7737,24377,915,5,"Excellent product, highly recommend!",2025-09-03,positive,0.861,5,0.7773
7738,24390,994,4,Good value for money!,2021-02-12,positive,0.822,5,0.68
7739,24398,918,4,Good value for money!,2021-03-08,positive,0.822,5,0.68
7740,24398,1110,5,"Excellent product, highly recommend!",2022-08-22,positive,0.861,5,0.7773
7741,24398,941,4,Good value for money!,2021-08-12,positive,0.822,5,0.68
7742,24398,142,5,"Excellent product, highly recommend!",2020-11-30,positive,0.861,5,0.7773
7743,24398,855,2,Not great quality.,2022-10-16,negative,0.754,1,-0.5096
7744,24400,1105,4,Good value for money!,2020-10-12,positive,0.822,5,0.68
7745,24402,278,5,"Excellent product, highly recommend!",2021-05-31,positive,0.861,5,0.7773
7746,24402,758,5,"Excellent product, highly recommend!",2022-03-06,positive,0.861,5,0.7773
7747,24408,788,3,Okay overall.,2023-06-04,neutral,0.641,3,0.2263
7748,24408,499,1,"Very disappointed, would not buy again.",2023-03-24,negative,0.76,1,-0.5256
7749,24408,142,3,Okay overall.,2022-11-03,neutral,0.641,3,0.2263
7750,24409,766,1,"Very disappointed, would not buy again.",2024-05-22,negative,0.76,1,-0.5256
7751,24412,971,5,"Excellent product, highly recommend!",2024-09-04,positive,0.861,5,0.7773
7752,24412,638,3,Okay overall.,2021-09-08,neutral,0.641,3,0.2263
7753,24421,826,4,Good value for money!,2024-11-15,positive,0.822,5,0.68
7754,24421,767,2,Not great quality.,2022-02-07,negative,0.754,1,-0.5096
7755,24425,477,4,Good value for money!,2021-04-08,positive,0.822,5,0.68
7756,24425,38,4,Good value for money!,2023-07-24,positive,0.822,5,0.68
7757,24431,891,3,Okay overall.,2021-08-23,neutral,0.641,3,0.2263
7758,24431,983,4,Good value for money!,2023-08-19,positive,0.822,5,0.68
7759,24433,685,5,"Excellent product, highly recommend!",2023-04-16,positive,0.861,5,0.7773
7760,24433,1115,5,"Excellent product, highly recommend!",2020-05-05,positive,0.861,5,0.7773
7761,24433,783,1,"Very disappointed, would not buy again.",2021-02-02,negative,0.76,1,-0.5256
7762,24437,303,5,"Excellent product, highly recommend!",2021-01-13,positive,0.861,5,0.7773
7763,24437,407,4,Good value for money!,2025-07-14,positive,0.822,5,0.68
7764,24437,904,5,"Excellent product, highly recommend!",2020-05-15,positive,0.861,5,0.7773
7765,24437,1190,5,"Excellent product, highly recommend!",2025-04-16,positive,0.861,5,0.7773
7766,24441,322,5,"Excellent product, highly recommend!",2025-04-23,positive,0.861,5,0.7773
7767,24441,297,1,"Very disappointed, would not buy again.",2023-10-02,negative,0.76,1,-0.5256
7768,24444,764,5,"Excellent product, highly recommend!",2020-10-11,positive,0.861,5,0.7773
7769,24454,121,1,"Very disappointed, would not buy again.",2020-10-13,negative,0.76,1,-0.5256
7770,24454,669,2,Not great quality.,2023-04-26,negative,0.754,1,-0.5096
7771,24455,1082,4,Good value for money!,2023-11-28,positive,0.822,5,0.68
7772,24455,206,4,Good value for money!,2021-11-02,positive,0.822,5,0.68
7773,24455,179,1,"Very disappointed, would not buy again.",2021-11-01,negative,0.76,1,-0.5256
7774,24463,521,4,Good value for money!,2025-10-05,positive,0.822,5,0.68
7775,24463,628,3,Okay overall.,2024-06-19,neutral,0.641,3,0.2263
7776,24476,646,5,"Excellent product, highly recommend!",2024-10-26,positive,0.861,5,0.7773
7777,24485,322,5,"Excellent product, highly recommend!",2022-10-08,positive,0.861,5,0.7773
7778,24490,24,5,"Excellent product, highly recommend!",2025-08-31,positive,0.861,5,0.7773
7779,24494,1120,3,Okay overall.,2021-03-11,neutral,0.641,3,0.2263
7780,24505,1006,2,Not great quality.,2022-02-08,negative,0.754,1,-0.5096
7781,24505,506,4,Good value for money!,2022-11-06,positive,0.822,5,0.68
7782,24527,95,2,Not great quality.,2024-03-03,negative,0.754,1,-0.5096
7783,24533,834,4,Good value for money!,2023-03-25,positive,0.822,5,0.68
7784,24540,190,5,"Excellent product, highly recommend!",2021-11-19,positive,0.861,5,0.7773
7785,24540,890,5,"Excellent product, highly recommend!",2020-06-26,positive,0.861,5,0.7773
7786,24548,300,4,Good value for money!,2021-08-10,positive,0.822,5,0.68
7787,24551,361,5,"Excellent product, highly recommend!",2020-03-28,positive,0.861,5,0.7773
7788,24553,379,5,"Excellent product, highly recommend!",2024-06-12,positive,0.861,5,0.7773
7789,24562,562,4,Good value for money!,2021-07-26,positive,0.822,5,0.68
7790,24566,636,3,Okay overall.,2022-07-18,neutral,0.641,3,0.2263
7791,24566,1047,5,"Excellent product, highly recommend!",2023-09-25,positive,0.861,5,0.7773
7792,24573,674,2,Not great quality.,2025-04-17,negative,0.754,1,-0.5096
7793,24589,789,4,Good value for money!,2021-06-22,positive,0.822,5,0.68
7794,24594,582,4,Good value for money!,2024-10-11,positive,0.822,5,0.68
7795,24594,142,3,Okay overall.,2021-07-29,neutral,0.641,3,0.2263
7796,24595,416,5,"Excellent product, highly recommend!",2020-04-28,positive,0.861,5,0.7773
7797,24602,428,5,"Excellent product, highly recommend!",2024-02-25,positive,0.861,5,0.7773
7798,24602,1194,5,"Excellent product, highly recommend!",2021-01-04,positive,0.861,5,0.7773
7799,24605,324,3,Okay overall.,2024-05-30,neutral,0.641,3,0.2263
7800,24605,276,4,Good value for money!,2023-05-19,positive,0.822,5,0.68
7801,24605,339,5,"Excellent product, highly recommend!",2025-05-03,positive,0.861,5,0.7773
7802,24608,417,4,Good value for money!,2023-10-07,positive,0.822,5,0.68
7803,24611,107,5,"Excellent product, highly recommend!",2022-11-27,positive,0.861,5,0.7773
7804,24612,64,5,"Excellent product, highly recommend!",2021-04-02,positive,0.861,5,0.7773
7805,24612,254,5,"Excellent product, highly recommend!",2025-03-21,positive,0.861,5,0.7773
7806,24614,1036,5,"Excellent product, highly recommend!",2020-10-15,positive,0.861,5,0.7773
7807,24616,885,4,Good value for money!,2020-07-23,positive,0.822,5,0.68
7808,24616,1156,5,"Excellent product, highly recommend!",2025-06-30,positive,0.861,5,0.7773
7809,24617,409,3,Okay overall.,2022-01-17,neutral,0.641,3,0.2263
7810,24619,769,4,Good value for money!,2020-07-23,positive,0.822,5,0.68
7811,24619,824,3,Okay overall.,2022-05-27,neutral,0.641,3,0.2263
7812,24627,372,3,Okay overall.,2025-07-01,neutral,0.641,3,0.2263
7813,24627,827,5,"Excellent product, highly recommend!",2022-01-10,positive,0.861,5,0.7773
7814,24627,255,5,"Excellent product, highly recommend!",2022-12-26,positive,0.861,5,0.7773
7815,24632,556,4,Good value for money!,2025-04-30,positive,0.822,5,0.68
7816,24652,1007,5,"Excellent product, highly recommend!",2021-12-13,positive,0.861,5,0.7773
7817,24654,239,3,Okay overall.,2021-10-10,neutral,0.641,3,0.2263
7818,24654,239,5,"Excellent product, highly recommend!",2022-08-18,positive,0.861,5,0.7773
7819,24661,991,3,Okay overall.,2025-08-09,neutral,0.641,3,0.2263
7820,24661,862,5,"Excellent product, highly recommend!",2025-04-11,positive,0.861,5,0.7773
7821,24661,603,2,Not great quality.,2023-09-12,negative,0.754,1,-0.5096
7822,24661,900,4,Good value for money!,2022-02-12,positive,0.822,5,0.68
7823,24672,31,2,Not great quality.,2020-12-19,negative,0.754,1,-0.5096
7824,24677,979,4,Good value for money!,2023-10-15,positive,0.822,5,0.68
7825,24682,1017,3,Okay overall.,2025-07-24,neutral,0.641,3,0.2263
7826,24693,1019,4,Good value for money!,2024-01-13,positive,0.822,5,0.68
7827,24705,1137,5,"Excellent product, highly recommend!",2023-03-14,positive,0.861,5,0.7773
7828,24705,498,5,"Excellent product, highly recommend!",2022-01-05,positive,0.861,5,0.7773
7829,24705,482,3,Okay overall.,2022-03-02,neutral,0.641,3,0.2263
7830,24705,1165,4,Good value for money!,2022-01-04,positive,0.822,5,0.68
7831,24707,1194,4,Good value for money!,2021-10-05,positive,0.822,5,0.68
7832,24707,1156,5,"Excellent product, highly recommend!",2024-04-01,positive,0.861,5,0.7773
7833,24712,397,3,Okay overall.,2024-11-27,neutral,0.641,3,0.2263
7834,24714,123,4,Good value for money!,2023-02-21,positive,0.822,5,0.68
7835,24714,437,5,"Excellent product, highly recommend!",2024-03-26,positive,0.861,5,0.7773
7836,24715,796,4,Good value for money!,2020-07-04,positive,0.822,5,0.68
7837,24715,675,1,"Very disappointed, would not buy again.",2025-04-11,negative,0.76,1,-0.5256
7838,24715,891,3,Okay overall.,2024-11-23,neutral,0.641,3,0.2263
7839,24724,1171,3,Okay overall.,2023-06-23,neutral,0.641,3,0.2263
7840,24724,935,3,Okay overall.,2020-10-12,neutral,0.641,3,0.2263
7841,24725,441,3,Okay overall.,2023-05-27,neutral,0.641,3,0.2263
7842,24729,313,5,"Excellent product, highly recommend!",2022-05-30,positive,0.861,5,0.7773
7843,24732,857,3,Okay overall.,2022-03-30,neutral,0.641,3,0.2263
7844,24733,253,2,Not great quality.,2022-04-04,negative,0.754,1,-0.5096
7845,24746,1154,5,"Excellent product, highly recommend!",2025-07-21,positive,0.861,5,0.7773
7846,24751,1014,4,Good value for money!,2020-03-18,positive,0.822,5,0.68
7847,24751,40,4,Good value for money!,2024-08-28,positive,0.822,5,0.68
7848,24756,1185,5,"Excellent product, highly recommend!",2025-10-06,positive,0.861,5,0.7773
7849,24756,1070,5,"Excellent product, highly recommend!",2021-08-05,positive,0.861,5,0.7773
7850,24759,228,5,"Excellent product, highly recommend!",2025-04-17,positive,0.861,5,0.7773
7851,24770,958,5,"Excellent product, highly recommend!",2024-03-06,positive,0.861,5,0.7773
7852,24777,458,4,Good value for money!,2022-03-17,positive,0.822,5,0.68
7853,24784,1171,4,Good value for money!,2024-09-08,positive,0.822,5,0.68
7854,24784,1172,5,"Excellent product, highly recommend!",2025-04-05,positive,0.861,5,0.7773
7855,24785,985,4,Good value for money!,2022-06-29,positive,0.822,5,0.68
7856,24788,311,3,Okay overall.,2025-07-27,neutral,0.641,3,0.2263
7857,24788,1107,4,Good value for money!,2023-12-22,positive,0.822,5,0.68
